title,Responsibilities
Senior Machine Learning Engineer (IV),"In this role, you will enjoy working with a highly talented and diverse team of data scientists and engineers specializing in deep learning, active learning, and classical machine learning with one of the richest data sets in US healthcare, nearly limitless cloud compute resources including Spark clusters and GPUs, and the ability to support a large pipeline of AI models directly into business impact."
Senior Machine Learning Engineer (IV),"In this role, you will enjoy working with a highly talented and diverse team of data scientists and engineers specializing in deep learning, active learning, and classical machine learning with one of the richest data sets in US healthcare, nearly limitless cloud compute resources including Spark clusters and GPUs, and the ability to support a large pipeline of AI models directly into business impact."
Senior Machine Learning Engineer (IV),"In this role, you will enjoy working with a highly talented and diverse team of data scientists and engineers specializing in deep learning, active learning, and classical machine learning with one of the richest data sets in US healthcare, nearly limitless cloud compute resources including Spark clusters and GPUs, and the ability to support a large pipeline of AI models directly into business impact."
Senior Machine Learning Engineer (IV),"In this role, you will enjoy working with a highly talented and diverse team of data scientists and engineers specializing in deep learning, active learning, and classical machine learning with one of the richest data sets in US healthcare, nearly limitless cloud compute resources including Spark clusters and GPUs, and the ability to support a large pipeline of AI models directly into business impact."
Senior Data Scientist," We are looking for a data scientist who is eager to tackle the challenges of extracting insights from vast amounts of EHR data originating from multiple sources You will work with a diverse set of Optum researchers, clinicians, internal and external clients to define the projects and see them through to completion that cover a range of clinical focus You would be participating in the development of our end-to-end NLP pipeline, building descriptive and predictive analytics and producing research validations Specifically, as a member of our collaborative team you will be working with structured and unstructured data to explore the data, develop models, and performing research analytics You will have the opportunity to work with open-source distributed data processing frameworks, such as Apache Spark and build scalable machine learning applications and deploy them in production The right candidate will have strong prioritization skills, ability to manage ad hoc requests in parallel with ongoing projects"
Senior Data Scientist," We are looking for a data scientist who is eager to tackle the challenges of extracting insights from vast amounts of EHR data originating from multiple sources You will work with a diverse set of Optum researchers, clinicians, internal and external clients to define the projects and see them through to completion that cover a range of clinical focus You would be participating in the development of our end-to-end NLP pipeline, building descriptive and predictive analytics and producing research validations Specifically, as a member of our collaborative team you will be working with structured and unstructured data to explore the data, develop models, and performing research analytics You will have the opportunity to work with open-source distributed data processing frameworks, such as Apache Spark and build scalable machine learning applications and deploy them in production The right candidate will have strong prioritization skills, ability to manage ad hoc requests in parallel with ongoing projects"
Senior Digital Product Manager - Supply Chain Digital & Data Science,"Define and own digital & data science product strategy and roadmaps to address unmet business needs, aligned with J&J Supply Chain strategic objectives.Partner with diverse groups of supply chain business leaders across different functions (e.g., manufacturing, quality, procurement, planning, logistics, customer experience) and different sectors (pharmaceutical, consumer, medical devices) to identify and prioritize business opportunities and to deploy the digital products.Champion and gain buy-in for the strategy and roadmap from partner teams through collaboration, documentation, and negotiation that effectively influence peer groups and senior management.Drive supply chain Software as a Service (SaaS) Product Platform strategy, roadmap, architecture, feature list and its adoptionDrive definition of scope and manage business case development and approval, requirements gathering/creation, prioritization, design review, and launch readiness of new digital products utilizing SaaS.Develop and monitor success and service health metrics related to adoption and impact of the digital products, track the realized savings and business benefits.Collaborate with Product Development team of data engineers, full stack developers, and architects to ensure the timely delivery of products per requirements.Manage priorities and trade-offs between customer experience, performance and operational support.Communicate product strategy, roadmap, deployment status and results with senior management."
Data Scientist,"Provide advanced analytics support primarily on operations management and optimization, other areas include customer life cycle management, campaign optimization and personalization, as well as demand forecastTranslate unstructured business questions into quantitative problemsAdvise on appropriate analytical models based on available data, technology and platformPrototyping advance analytics and machine learning solutions and optimise iteratively for business partnersCollaborate with internal business units such as Strategy, Marketing & Engagement, and Partnership teams.Influence key stakeholders to ensure insights are used to maximise valueMake intelligent approximations to the model if required to make it scalable and operatablePartner with IT in productionalizing machine learning modelsAnticipate needs and lead implementation of capabilities such as data modelling, algorithms, new technology & partnersDrive knowledge sharing and improvement in analytics skills across Digital Streams and relevant business unitsRecommend and implement the development path of capabilities and skillsets to foster a culture of applying data & insight driven culture in decision making"
Associate Data Scientist,"Provide advanced analytics support primarily on operations management and optimisation, other areas include Customer life cycle management, campaign optimisation and personalisation, as well as demand forecastPrototyping advance analytics and machine learning solutions for business partners  Work with key stakeholders and partners to implement solutionMake intelligent approximations to the model if required to make it scalable and operatablePartner with IT in bringing machine learning models in to day-to-day useDrive knowledge sharing and improvement in analytics skills across Digital Streams and relevant business unitsRecommend and implement the development path of capabilities and skillsets to foster a culture of applying data & insight driven culture in decision making "
"Lead/Senior Data Scientist, Marketing Effectiveness","As part of the Marketing Effectiveness Data Science team within the Salesforce Marketing Data Science organization, develop statistical and machine learning models to improve marketing effectiveness - e.g., marketing attribution models, causal inference models, uplift models, etc.Develop optimization and simulation algorithms to provide marketing investment and allocation recommendations to improve ROI by optimizing spend across marketing channels.Own the full lifecycle of model development from ideation and data exploration, algorithm design and testing, algorithm development and deployment, to algorithm monitoring and tuning in production.Design experiments to support marketing, customer experience, and digital campaigns and develop statistically sound models to measure impact. Collaborate with other data scientists to develop and operationalize consistent approaches to experimentation and campaign measurement.Be a master in cross-functional collaboration by developing deep relationships with key partners across the company and coordinating with working teams.Constantly learn, have a clear pulse on innovation across the enterprise SaaS, AdTech, paid media, data science, customer data, and analytics communities."
"Lead/Senior Data Scientist, Marketing Effectiveness","As part of the Marketing Effectiveness Data Science team within the Salesforce Marketing Data Science organization, develop statistical and machine learning models to improve marketing effectiveness - e.g., marketing attribution models, causal inference models, uplift models, etc.Develop optimization and simulation algorithms to provide marketing investment and allocation recommendations to improve ROI by optimizing spend across marketing channels.Own the full lifecycle of model development from ideation and data exploration, algorithm design and testing, algorithm development and deployment, to algorithm monitoring and tuning in production.Design experiments to support marketing, customer experience, and digital campaigns and develop statistically sound models to measure impact. Collaborate with other data scientists to develop and operationalize consistent approaches to experimentation and campaign measurement.Be a master in cross-functional collaboration by developing deep relationships with key partners across the company and coordinating with working teams.Constantly learn, have a clear pulse on innovation across the enterprise SaaS, AdTech, paid media, data science, customer data, and analytics communities."
"AI/ML Health Data Science, Associate Director","Candidates should be market-facing self-starters who bring with them a high level of ownership over their work, an enthusiastic attitude, and a collaborative mindset to support our efforts to sell and provide consulting solutions. Your role will be to coordinate activities across multiple projects and provide experience-based insight into client operations. Some of the activities that you can expect to be part of your day-day responsibilities: engaging leadership to discuss pressing needs, helping teams understand dependencies across programs, acting as a contributor to team meeting"
"AI/ML Health Data Science, Associate Director","Candidates should be market-facing self-starters who bring with them a high level of ownership over their work, an enthusiastic attitude, and a collaborative mindset to support our efforts to sell and provide consulting solutions. Your role will be to coordinate activities across multiple projects and provide experience-based insight into client operations. Some of the activities that you can expect to be part of your day-day responsibilities: engaging leadership to discuss pressing needs, helping teams understand dependencies across programs, acting as a contributor to team meeting"
Senior Data Scientist,"Building machine learning models using a variety of languages and tool sets to detect driving behaviors and leverage them to understand user mobilityWorking with large data sets using distributed computing frameworksWorking cross-functionally to identify business opportunities for data science, collecting appropriate labels for learning, establishing actionable metrics, and creating reusable model validations and risk mitigationCommunicating results to key stakeholders in a clear and compelling mannerApplying appropriate methodologies for the problem and validating the solution with the appropriate metricsEstablishing and following data science best practices including peer review, code review, documentation, coding standards, and ensuring reproducibility and complianceExpanding your data science skillset through development opportunities and researching innovative tools and techniques to level up our capabilities"
"Data Scientist, Senior Consultant","Manipulate large data sets for data analysis/predictive modeling, including merging and aggregating data, handling anomalies.Analyze and explore structured and unstructured data to uncover potential patterns and features.Create slides/reports/dashboards with visualizations to present data insights/analysis findings to internal teams and/or external clients.Utilize Robotic Process Automation(RPA) and Web Scrapping techniques to automate production process, reduce human intervention, and extract data from front-end only interfaces.Collaborate with team members to understand the business needs and convert them into data science problems."
Sr. Machine Learning Engineer,"Collaborate with products, software architects and engineers to design data collections and figure out how to integrate AI/ML algorithms into SDK productsDevelop and deploy data-driven algorithms into SDK productsEstablish diagnostics and conduct error analysis to identify areas for continuous improvementsInfluence product owners on the design of product featuresStay up-to-date on advances and changes with AI on mobile technologiesMaximize personal professional development, knowledge sharing and contributing to a culture of innovation and continuous learning"
Sr. Data Scientist,"Building machine learning models using a variety of languages and tool sets to detect driving behaviors and leverage them to understand user mobilityWorking with large data sets using distributed computing frameworksWorking cross-functionally to identify business opportunities for data science, collecting appropriate labels for learning, establishing actionable metrics, and creating reusable model validations and risk mitigationEstablishing and following data science best practices including peer review, code review, documentation, coding standards, and ensuring reproducibility and compliance"
Data Science Architect / Lead,"Creates robust models based on statistical and data mining techniques to provide insights and recommendations based on large complex data sets.Presents stories told by data in a visually appealing and easy to understand manner.Responsible for collaborating with cross functional teams, including but not limited to, clinicians, data scientist, translational medicine scientist, statisticians, and IT professionals."
Data Science Machine Learning expert with Python (including OOPs concept) and strong SQL skills- CONTRACT TO HIRE,"As a Data Scientist, you will be responsible to:"
Machine Learning,* Support United's Digital Customer Service vision and automation /
Data Scientist,We are looking for a Platform Admin to join our team to strengthen the current Advanced Analytics capabilities manage/administrate analytics platform resource delivery and sustainment for small to large-scale analytic/data management projects.
Data Science Architect / BI Data Architect,"Architect will be responsible for all deliverables from Review of requirements, developing Technical Design Documentation, Validation of test scripts and test cases, coordinate the implementation of the same into production and related support activities.Lead the Architecture, design, development and Implementation of Big Data Applications.Selecting the right tool sets to meet the requirementDefine the scope of the of multiple BI projects within the programDesign, Develop and Implement Data Strategy for ApplicationsExtensive experience application optimization (performance Tuning the application), Big Data – data architecture strategyDevelop Technical Design documentation, participate in architecture reviews with sr. architects in the organization, collaborate with Data Modeling, FRD and Testing team for successful implementation of planned deliverables with zero defects in timeHands experience in developing routines using POWER BI/ Spark/ Scala, HIVE, SQOOP and Linux scripting."
Data Scientist,Identify opportunities for leveraging product data.Collaborate with the product development team and technical engineers to identify the project needs.Mine and analyze data from the databases to optimize and improve product development.Develop processes and tools to monitor and analyze product performance and data accuracy.Develop custom data models and algorithms to apply to data sets.Coordinate with different stakeholders to implement models and monitor outcomes.
Data Scientist for bank project,"For our partner we are looking for a technically strong expert to join their development team to facilitate effective technical decisions on the core system, main product and important Pharma industry and government-bound pilots. The focus shall include but not being limited by modern digital identity standards (Self Sovereign Identity), cryptography and blockchain."
Data Science Manager - NLP Architect,"As a Data Science Manager at SKAEL, you will have a chance to manage a team of data scientists who work and conduct research on cutting-edge technologies, particularly NLP, text extraction and document classification through algorithms that improve the way human employees interact with digital employees."
Data Scientist,"Work with data engineers to build mineable datasetsExecute data mining activities providing insight from datasetsBuild accurate predictive models driving decision makingWork with business owners to understand context within datasetsDeliver insight to leadershipHelp drive strategic business decisionsHypothesize, experiment & drive insight by any means necessaryDrive innovation by evaluating business processes and identifying data science solutions"
Data Scientist,Proven Data Science experience
Data Scientist,This position is for a hands-on Data Scientist who is as excited to build advanced statistical/machine learning models as they are to create critical dashboards and support ad hoc analyses. The person in this role will help link our predictive analytics with short and long-term business strategy to effectively drive profitable sales. The position requires someone who is comfortable being neck-deep in data and understands that complex models come after a deep understanding of the data and the business. 
Machine learning Engineer/ AI DevOps,"This role will support the roll out of AI-as-a-Service deliveries across the region, including the AI model API, full stack application as well as SDK deployments."
Machine Learning Engineer,"This role will focus on the research and development of our next-generation medical imaging system that is based on electrical impedance tomography (EIT). The job responsibility will depend on your expertise and interest, and would consist of ONE or more of the following:"
Machine Learning Engineer,"Perform R&D (research, implementation, integration, testing), write and test code.Technical review of relevant R&D materials, including scientific papers, industry reports, and product descriptionsDevelop algorithms and implement systems for facial image analysis using computer vision and signal processing methods, with particular emphasis on applications in the healthcare sectorParticipate in project meetings and contribute in project planning and execution.Love coding"
Data Scientist,"Collect, analyze, and synthesize complex information from disparate sources into a single reporting view/data layer using SQL or similar tools. Summarize results and present findings to our non-analytic audiencesConduct analyses of data, ranging from descriptive ad-hoc analyses to in-depth investigations of healthcare utilization trends/outcomes and prepare data summarization presentation for review by leadership team and key stakeholdersApply problem-solving and analytical skills to conduct quality assurance testing on data from initial delivery to final merged product to ensure results are accurate and aligned with documented requirementsSupport analytics and skill development of team by sharing knowledge, developing, and sharing new technical skills, and providing guidance and mentorship to other team members.Ensure proper maintenance and centralized storage of key project documentation including business requirements, technical specifications, design documents, test plans, etc.Construct and deliver written reports of analytic findings in a variety of formats (reports, PPT, including visualization of data and findings), formulate recommendations, and effectively present results to stakeholdersBuild data semantic layer, test, validate and present to analytical and reporting team.Design/develop data security model, views, tables for specific business use cases.Build innovative, scalable, parameterized, efficient solutions around dataProvide architecture and solutioning help in large scale distributed systems, especially those involving SQL, NoSQL databases and analytical programming languages (Python/R).Manage customer expectations through effective communication of timely status updates.Explore new technologies in the big data domain AI / RPA / Power Automate."
Product/ Project Manager With Machine Learning or Artificial Intelligence Experience,"3-4 years of experience in Product / Project management.Must have handled end to end AI/ML projects in the past.Familiarity with basis Artificial Intelligence or Machine Learning terminologies.2+ years- experience in an Agile development environment.Strong Analytical skills and problem-solving skills.Excellent interpersonal skills, team player as well as leadership skills.Fluency in English and excellent communication skills both - oral and written English."
Data Scientist,"Define, research and implement models that can identify key attributes from the dataDefine, research and implement models on forecasting key attributesImplement models to identify the best derived attributes as indicators of loan eligibility and default probabilitiesImplement and roll out in production, services that can provide insight into SMB loan eligibility"
machine learning,"• Working with large, complex data sets (collect, store, manage data)"
Sr Machine Learning Engineer,"Use statistical and machine learning techniques to create scalable solutions for vehicle telemetry data and video analysis, and perform R&D to drive discovery of new generation mobility productsEstablish scalable, efficient, automated processes for large scale data analysis, model development, model validation and model implementationDrive adoption of best practices across organizationsDeliver production-ready codeWork with Product Owners to define the KPIs for machine learning projectsStay abreast of developments in research methodology and changing technologies in the marketplace and proactively identify applications of these latest developments to improve existing methodsPrepare and present findings to both technical and non-technical audiencesWork within the constraints of time, budget, and resources capacities to align with Toyota’s global visionDevelop and foster collaborative relationships with product, business, and engineering teams to effectively serve our customer needs"
Machine Learning Platform Product Manager,"Responsible for planning, design, prototyping and development management of data platform and machine learning platform of the companyResponsible for the market research, competitor analysis and customer insight of fundamental services of enterprise clients, and output the roadmapCommunicate with internal users, analyse user behaviour, refine requirements, ensure business requirements, in order for internal work efficiency improvementManage product development progress, follow up product design and development, and remove process obstacles in a timely mannerResponsible for cooperating with the technical support, R&D teams, etc., for function explanation, function planning, and function end-to-end verification"
Senior Machine Learning Platform Product Manager,"Responsible for planning, design, prototyping and development management of data platform and machine learning platform of the companyResponsible for the market research, competitor analysis and customer insight of fundamental services of enterprise clients, and output the roadmapCommunicate with internal users, analyse user behaviour, refine requirements, ensure business requirements, in order for internal work efficiency improvementManage product development progress, follow up product design and development, and remove process obstacles in a timely mannerResponsible for cooperating with the technical support, R&D teams, etc., for function explanation, function planning, and function end-to-end verification"
Data Scientist,"Development, maintenance, and support of analytics methods and processes to automate solutions to dealers. You will work on projects to:Connect, flow, store, transform, analyze, and visualize data from the client engines and machinesIntegrate with engineering subject matter experts on our team to develop automated, prognostic, and predictive solutionsIntegrate with data scientists on our team to connect and wrangle complex big data sets and queriesDevelop solutions for identifying patterns or trends to troubleshoot Engine related problems using Telematics dataBring innovative new ideas, tools, methods, and processes to help us deliver unparalleled uptime and support to our customers and dealers around the world"
Data Science Manager,"Lead the Data Science team in delivering projects. Create Data Science Roadmap to mature Data Science capability.You will need to identify performance areas with business stakeholders that AI / ML techniques could provide decision guidance.Identify internal and external information required by the business to operate business processes, enable business improvement initiatives and monitor business performance."
Data Scientist - Telecommute," Validates data integrity and consistency across data models, streams, and analytics Develops consistent structures, processes, and formats toward a standardized data management structure Develops complex reports utilizing analytical tools and expertise to meet organizational requirements Leads projects and reports on status as requested Collaborates with key stake holders in defining data models and analytics to support organizational objectives, operational initiatives, and monitoring Identifies ways to improve data reliability, efficiency and quality Lead discovery processes and partner with contract analytics leadership to identify the business requirements and the expected outcome  Create and provide sound statistical analyses and frame business scenarios that are meaningful and which impact on critical business processes and/or decisions  Collaborates with the data steward to gather information to be used for analytics and predictive model building purpose and to ensure the data meets the qualification and assurance requirements of the analyses  Design sampling methodology, prepare data, including data cleaning, univariate analysis, missing value imputation, etc., identify appropriate analytic and statistical methodology, develop predictive models and document process and results  Communicate analytics results and predictive models to business partners Provide on-going tracking and monitoring of performance of statistical models and recommend ongoing improvements to methods and algorithms that lead to findings, including new information  Recommends ongoing improvements to methods and algorithms that lead to findings, including new information"
Data Scientist - Telecommute," Validates data integrity and consistency across data models, streams, and analytics Develops consistent structures, processes, and formats toward a standardized data management structure Develops complex reports utilizing analytical tools and expertise to meet organizational requirements Leads projects and reports on status as requested Collaborates with key stake holders in defining data models and analytics to support organizational objectives, operational initiatives, and monitoring Identifies ways to improve data reliability, efficiency and quality Lead discovery processes and partner with contract analytics leadership to identify the business requirements and the expected outcome  Create and provide sound statistical analyses and frame business scenarios that are meaningful and which impact on critical business processes and/or decisions  Collaborates with the data steward to gather information to be used for analytics and predictive model building purpose and to ensure the data meets the qualification and assurance requirements of the analyses  Design sampling methodology, prepare data, including data cleaning, univariate analysis, missing value imputation, etc., identify appropriate analytic and statistical methodology, develop predictive models and document process and results  Communicate analytics results and predictive models to business partners Provide on-going tracking and monitoring of performance of statistical models and recommend ongoing improvements to methods and algorithms that lead to findings, including new information  Recommends ongoing improvements to methods and algorithms that lead to findings, including new information"
Machine Learning Geo-Scientist,"Apply artificial intelligence/machine learning (AI/ML) methods to augment geospatial analysis and algorithm developmentDesign a variety of supervised and unsupervised AI/ML algorithms that incorporate big, disparate, multivariate dataCorrectly and efficiently interpret AI/ML algorithm resultsApply statistical and geostatistical analysis for a variety of energy related topicsDevelop, query, manage, and maintain contextual and spatial databases, and structure/restructure existing databases for a range of experimental and spatial usesUtilize Python (version 3+) to acquire, process, and analyze spatial and non-spatial multivariate data, as well as develop data analysis and visualization toolsCollaborate with multidisciplinary group of science researchers to accomplish project tasksBuild relationships with internal and external clientsCreate and deliver oral, poster presentations of resultsEffectively communicate scientific results through peer-review journal manuscripts and technical reports "
Data Scientist I,"Responsible for enabling analysis, modeling, and optimization through producing information products. Involved in the research and development efforts. Primary requirement is not related to traditional programming or systems analysis skills, but to the ability to support the creation of sophisticated, value-added analytic systems that support revenue generation, risk management, operational efficiency, regulatory compliance, portfolio management, and research. These systems must overcome issues of complex data (e.g., VLDB, multi-structured, 'big data', etc.) as well as deployment of advanced techniques (e.g., machine learning, text mining, statistical analysis, etc.) to deliver insights. This role often possesses a degree in hard science or another heavy quantitative business or social discipline. Able to work independently or in a team on complex projects."
Data Scientist,"Selecting features, building and optimizing classifiers using machine learning techniquesData Analysis using state-of-the-art machine learning methodsExtending company’s data with third party sources of information when neededEnhancing data collection procedures to include information that is relevant for building analytics systemsProcessing, cleansing, and verifying the integrity of data used for analysisDoing ad-hoc analysis and presenting results in a clear manner through visualization toolsCreating predictive models for mobility and constant tracking of its performance"
Machine Learning Engineer,"Develop and productionalize containerized algos for deployment in hybrid cloud environments (GCP, Azure)Connect and blend data from various data sources within enterprise tools (python, pandas, or SQL) to enable application of Data Science methodsCreate metrics and analytical reports to ensure data quality and business value. Clean, structure and normalize data to eliminate redundant or unnecessary information to enable robust and sound analysisParticipate in the development of both back-end data pipelines and front-end applicationsGenerate analytical reports to track adherence of client processes to business strategyApply statistical methods to predict future client business outcomesParticipate in due diligence of investment proposals as a Data Science and Technology expertEvaluate 3rd party solutions for functionality, quality and applicability to client use cases."
Data Scientist,"Work closely with key stakeholders to understand business questions and execute data science projects that deliver business solutions.Develop and maintain state of the art advanced statistical and machine learning models to drive marketing strategies and tactical executions.End-to-end data science execution including scoping, building, testing, implementation, maintenance, tracking and optimisation of predictive models.Provide complete and accurate documentation of all development.Engage with business partners and delivery teams to ensure algorithms are delivered and implemented into production systems.Develop, maintain and enhance a variety of customer segmentation models to uncover customer insights.Interpret analysis and modelling results in a business context and provide commercially focussed recommendations to support business decisions."
AIA Data Science Analyst,Strong computer development skills with demonstrated experience in collaborative coding and version control (GIT) and ability to write clear well commented and organized code. 
Data Scientist,Proven Data Science experience
"Looking for Machine Learning Engineer - Rockville, 6+ Months","Design and develop algorithms and scalable Deep Learning solutions for challenging natural language processing and computer vision problems. Analyze business requirements and break them down to engineering problems Evaluate latest software packages, open source libraries, development environments etc. Statistically analyze data, provide insights and build reliable and reproducible data pipelines Develop, train and evaluate deep learning models including performance optimization and hyper-parameter tuning Develop and build test frameworks, test cases, reproducible experiments and evaluation of various models for automated production deployment. Deploy models to cloud, support monitoring and framework for automation in cloud. Build metrics and alerts for production implementations Provide production support, environment support, troubleshooting and user support Perform code and design reviews, debug complex code. Eager to learn the latest techniques, be flexible and thrive in a fast-paced evolving environment "
Lead Machine Learning | PYTHON AWS Expert needed,Please share profiles to rajesh/
Data Scientist,Work on refactoring Client's Distribution Optimization algorithm written in Python using Object-Oriented Programming.Looking for an individual with an Optimization background with extensive knowledge and experience in OOP using Python.
"Engineering Manager, Machine Learning","Build and manage a team to accomplish company objectives for developing and implementing highly scalable news and push recommendation systemsProvide guidance, mentorship, and coaching to the teamCollaborate with key stakeholders and partners (AI Foundation, AI Infrastructure, Data Platform, and other related teams) to understand business needs, set technical roadmap for news recommendation team focusing on US market, and drive its major projectsAble to work across product and platform organizations to orchestrate large scope projects that significantly improve news ranking and achieve key engagement KPIsAble to use state of the art machine learning technologies and iterate through multiple experiments to improve overall success metrics for news recommendationLead or effectively delegate designing and developing high-level frameworks to integrate various contents, features, models into one single news ranking system. Able to effectively tradeoff overlapping/conflicting engagement metrics to optimize user experience in the interest of the company mission"
Data Scientist,"Automate operational processes with deep learning techniques.Deploy and monitor production Al/ML models.Communicate effectively across a variety of teams, both internal and external."
Senior Data Scientist,"Build predictive machine learning models to meet business requirements of direct and digital marketers independentlyConduct ad hoc analyses to identify changes, counts and trends in marketing dataProduce analyses to compare, validate and improve modeling solutionsEvaluate third party dataCreate novel solutions and products for online and offline marketersDevelop and maintain predictive modeling pipelines in Python and SAS.Provide guidance and creative suggestions to internal and external clients for creating or improving modeled solutions."
ML Platform - Machine Learning Engineer,"Work with massive datasets on data association, clustering, segmentation, filtering, machine learning, feature engineering, and inferenceEstablish effective benchmarking pipelines to evaluate self-driving system in complex and nuanced situationsDevelop and deploy novel approaches to solve open-ended problemsClosely collaborate with other teams to conduct system design, integration and testing"
Chief Data Scientist (GAP CTO),"Guides the successful completion of major programs and may function in a project leadership role.Develops data-driven solutions to unusually complex business challenges.Utilizes advanced tools and computational skills to interpret, connect, predict and make discoveries in complex data and deliver recommendations for business and analytic decisions.Uses predictive modeling to increase and optimize customer experiences, efficiencies, process improvements, and other business outcomes.Works with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.May coach and review the work of less-experienced professionals.May serve as a team or task leader. (Not a people manager)Designs, researches and develops highly advanced processes, which may result in new product/business opportunities"
Lead Machine Learning Scientist,"Employ the state-of-the-art Machine Learning research for solving business problems - disrupting the current practice in Trade Credit. Build and refine Machine Learning algorithms that can find “useful” patterns in large multi-modal data (particularly, financial data, status reports, images, text, conversations, and transactional data). Provide the business with increased limit automation to allow increased penetration into Middle Market segment and support new product ideas, as well as data-driven apps, insights and strategies. Communicate (both oral and written) with colleagues and stakeholders (both internal and external). Lead, inspire and mentor junior scientists and research assistants / interns "
Data Science Intern,"Work with raw and complex data to find statistically significant signalsApply various modeling and analysis techniques to build top-line, company specific metric predictions that will consistently beat analyst consensusResearch various sector and company controversies to help qualitatively inform and interpret modelsAnalyze and understand the disparate sources of industry dataUtilize a diverse array of technologies and tools as needed, to deliver insights, such as R, SAS, Python, MatLab, SQLConduct quantitative analytics and modeling projects in addition to developing new models, analytic processes and systems approaches"
Data Scientist,"Apply your expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and understand how our users interact with our core/business productsPartner with Product and Engineering teams to solve problems and identify trends and opportunitiesInform, influence, support, and execute our product decisions and product launchesGenerate actionable insights for business improvementsThe Data Scientist role has work across the following four areas:Product Leadership: influencing product teams through presentation of data-based recommendations, communicating state of business, experiment results, etc. to product teams and spreading best practices to analytics and product teams.Data Infrastructure: working with MySQL, Oracle, and automating analyses and authoring pipelines via SQL and Python based ETL frameworkProduct Operations: Forecasting and setting product team goals, designing and evaluating experiments, monitoring key product metrics, understanding root causes of changes in metrics, building and analyzing dashboards and reports, building key data sets to empower operational and exploratory analysis, and evaluating and defining metrics."
Quantitative Analyst (Machine Learning),"Work on large scale unstructured data with data science techniques to extract insights to model financial market and advise team on identifying strategic trades in the financial markets.Apply feature engineering on financial market data, social media data, fintech data and market trends.Identify market trend / pattern based on own analysis and present the insights to stakeholders."
Data Scientist,"Design Client Models, Data Migration and common algorithmsDeploy Client model/pipelines to MS AzureDeveloping programs using Python/Pyspark to identify variables, importing packages and reading dataDevelop models using NLP, Tensorflow."
Machine Learning Engineer,"As our ML Engineer, you will be responsible for building end to end ML models, particularly in areas where labelled data is either scarce or non-existing. Out-of-the-box thinking will be required to bring solutions to problems that do not have an established solution. Managing source-code version control discipline (Git) and overseeing code delivery into our projects, testing, and deployment. We are looking for someone with strong engineering discipline and a pragmatic focus on delivering functional code, not allegiance to any one language. We value creativity, the hacker ethos, the near-obsessive focus on building something that will make the future come a bit closer into focus. This role will report to the Lead AI engineer. The ML engineer can be based remotely but will need to work during business hours in US eastern time. We are offering a competitive base salary/benefits package and equity."
"Senior Data Scientist - Eden Prairie, MN or Telecommute","Produces innovative solutions driven by exploratory data analysis from unstructured, diverse datasets Develop and Manage Data science product for personalization, recommendation system Apply various Techniques like Forecasting, classification, Time series analysis, Graph for data science and analytics purpose Applies knowledge of statistics, machine learning, programming, data modeling, simulation, and advanced mathematics to recognize patterns, identify opportunities, pose business questions, and makes valuable discoveries leading to prototype development and product improvement Performs basic theoretical and experimental technological investigation directed toward solving analytical problems Develops pioneering approaches to industry trends Uses a flexible analytical approach to design, develop, and evaluate predictive models and advanced algorithms that lead to optimal value extraction from the data Ability to learn and implement new concept/technologies Mentors junior team members"
"Senior Data Scientist - Eden Prairie, MN or Telecommute","Produces innovative solutions driven by exploratory data analysis from unstructured, diverse datasets Develop and Manage Data science product for personalization, recommendation system Apply various Techniques like Forecasting, classification, Time series analysis, Graph for data science and analytics purpose Applies knowledge of statistics, machine learning, programming, data modeling, simulation, and advanced mathematics to recognize patterns, identify opportunities, pose business questions, and makes valuable discoveries leading to prototype development and product improvement Performs basic theoretical and experimental technological investigation directed toward solving analytical problems Develops pioneering approaches to industry trends Uses a flexible analytical approach to design, develop, and evaluate predictive models and advanced algorithms that lead to optimal value extraction from the data Ability to learn and implement new concept/technologies Mentors junior team members"
